[INFO] [1783728916.812658297] [limit_bar_duck_test]: state=DETECTOR_ONLY
[INFO] [1783728916.813025719] [limit_bar_duck_test]: limit_bar_duck_test started: color=/camera/color/image_raw, depth=/camera/aligned_depth_to_color/image_raw, pose=/Odometry, detector_only=True, serial=/dev/ttyUSB0@115200, trigger_distance=0.80m, travel_distance=1.00m, walk=[0,0.500,0.500], duck_prepare=[2,0.000,0.000], duck_walk=[2,1.000,1.000]
[INFO] [1783728916.822650941] [limit_bar_duck_test]: [1;95m触发状态更新: trigger=False[0m
[INFO] [1783728936.880301053] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=302, reason=no_candidate, mask_px=blue:913,white:51380,combined:55567, component=roi_y=120:240,search_blue_px=389,contours=4,largest=area:315,box:18x29,aspect:0.62,roi_blue:390,roi_white:4621,reject:area+width+aspect, line=blue_only(mask_px=980,lines=0,reject=no_hough_line); combined(mask_px=55567,lines=1,best=len:144,angle:-90.0,band:25x168,blue:272,white:1631,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728937.881409191] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=317, reason=no_candidate, mask_px=blue:919,white:49880,combined:53682, component=roi_y=120:240,search_blue_px=396,contours=4,largest=area:304,box:18x29,aspect:0.62,roi_blue:397,roi_white:4512,reject:area+width+aspect, line=blue_only(mask_px=970,lines=0,reject=no_hough_line); combined(mask_px=53682,lines=1,best=len:180,angle:-90.0,band:25x204,blue:272,white:2168,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728938.879793220] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=332, reason=no_candidate, mask_px=blue:906,white:49881,combined:53811, component=roi_y=120:240,search_blue_px=382,contours=3,largest=area:302,box:18x29,aspect:0.62,roi_blue:384,roi_white:4498,reject:area+width+aspect, line=blue_only(mask_px=995,lines=0,reject=no_hough_line); combined(mask_px=53811,lines=1,best=len:180,angle:-90.0,band:25x204,blue:268,white:2167,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728939.885069821] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=347, reason=no_candidate, mask_px=blue:926,white:49298,combined:52992, component=roi_y=120:240,search_blue_px=404,contours=3,largest=area:308,box:20x29,aspect:0.69,roi_blue:404,roi_white:4452,reject:area+width+aspect, line=blue_only(mask_px=980,lines=0,reject=no_hough_line); combined(mask_px=52992,lines=1,best=len:180,angle:-90.0,band:25x204,blue:271,white:2125,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728940.947382060] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=363, reason=no_candidate, mask_px=blue:913,white:48523,combined:52164, component=roi_y=120:240,search_blue_px=388,contours=5,largest=area:306,box:19x29,aspect:0.66,roi_blue:388,roi_white:4416,reject:area+width+aspect, line=blue_only(mask_px=989,lines=0,reject=no_hough_line); combined(mask_px=52164,lines=1,best=len:180,angle:-90.0,band:25x204,blue:268,white:2090,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728941.947435971] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=378, reason=no_candidate, mask_px=blue:908,white:48451,combined:52111, component=roi_y=120:240,search_blue_px=381,contours=4,largest=area:306,box:18x29,aspect:0.62,roi_blue:382,roi_white:4347,reject:area+width+aspect, line=blue_only(mask_px=1010,lines=0,reject=no_hough_line); combined(mask_px=52111,lines=1,best=len:180,angle:-90.0,band:25x204,blue:271,white:2091,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728942.948572129] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=393, reason=no_candidate, mask_px=blue:918,white:48428,combined:52240, component=roi_y=120:240,search_blue_px=387,contours=5,largest=area:308,box:56x29,aspect:1.93,roi_blue:387,roi_white:5069,reject:area+width+aspect, line=blue_only(mask_px=1008,lines=0,reject=no_hough_line); combined(mask_px=52240,lines=1,best=len:180,angle:-90.0,band:25x204,blue:273,white:2093,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728943.949641189] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=408, reason=no_candidate, mask_px=blue:917,white:48456,combined:52164, component=roi_y=120:240,search_blue_px=395,contours=3,largest=area:301,box:18x29,aspect:0.62,roi_blue:395,roi_white:4266,reject:area+width+aspect, line=blue_only(mask_px=1011,lines=0,reject=no_hough_line); combined(mask_px=52164,lines=1,best=len:180,angle:-90.0,band:25x204,blue:270,white:2097,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728944.950627116] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=423, reason=no_candidate, mask_px=blue:920,white:48682,combined:52453, component=roi_y=120:240,search_blue_px=394,contours=3,largest=area:303,box:18x29,aspect:0.62,roi_blue:395,roi_white:4374,reject:area+width+aspect, line=blue_only(mask_px=986,lines=0,reject=no_hough_line); combined(mask_px=52453,lines=1,best=len:180,angle:-90.0,band:25x204,blue:269,white:2096,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728945.953007137] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=438, reason=no_candidate, mask_px=blue:901,white:48763,combined:52365, component=roi_y=120:240,search_blue_px=371,contours=4,largest=area:300,box:19x29,aspect:0.66,roi_blue:374,roi_white:4351,reject:area+width+aspect, line=blue_only(mask_px=982,lines=0,reject=no_hough_line); combined(mask_px=52365,lines=1,best=len:180,angle:-90.0,band:25x204,blue:265,white:2113,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
